form,arm,trace_i,row,global_index,kind,token_index,value,dt,verdict,phat,proj_vphat_lstar,proj_vp_lstar
B,above_good,61,739,5199,tau_echo,545,4500000000.0,,incorrect,-1,0.259029,15.563500
B,above_good,61,740,5200,est_offwin,629,1728.0,-1,incorrect,-1,4.652906,6.739576
B,above_good,61,741,5201,est_offwin,679,310000.0,-1,incorrect,-1,6.170685,7.674762
B,above_good,61,742,5202,est_offwin,694,2700000.0,-1,incorrect,-1,12.080879,18.684879
B,above_good,61,743,5203,est_offwin,738,310000.0,-1,incorrect,-1,8.614833,5.544242
B,above_good,61,744,5204,est_offwin,757,837000000000.0,1,incorrect,-1,-11.766802,-2.052957
B,above_good,61,745,5205,tau_echo,784,4500000000.0,,incorrect,-1,-2.373790,12.012597
B,above_good,61,746,5206,est,795,3000000000.0,-1,incorrect,-1,-9.872755,17.593719
B,above_good,61,747,5207,final,834,3000000000.0,,incorrect,-1,-0.434753,16.218004
B,above_good,61,748,5208,final_corrected,834,3000000000.0,,incorrect,-1,-0.434753,16.218004
B,above_good,62,749,5209,end_of_prompt,196,,,correct,1,4.612547,5.188650
B,above_good,62,750,5210,est_offwin,318,500000.0,-1,correct,1,15.316419,7.976713
B,above_good,62,751,5211,est_offwin,420,40000.0,-1,correct,1,10.964709,9.714759
B,above_good,62,752,5212,est_offwin,446,500000.0,-1,correct,1,15.145523,11.139268
B,above_good,62,753,5213,est_offwin,461,40000.0,-1,correct,1,8.967314,4.557504
B,above_good,62,754,5214,est_offwin,475,500000.0,-1,correct,1,16.230831,11.464626
B,above_good,62,755,5215,est_offwin,483,40000.0,-1,correct,1,11.325672,4.550679
B,above_good,62,756,5216,est,499,20000000000.0,1,correct,1,-1.153396,14.527492
B,above_good,62,757,5217,tau_echo,545,4500000000.0,,correct,1,-16.068460,-0.500736
B,above_good,62,758,5218,final,545,4500000000.0,,correct,1,-16.068460,-0.500736
B,above_good,62,759,5219,final_corrected,524,20000000000.0,,correct,1,-4.435600,13.528351
B,above_good,62,760,5220,belief,569,,,correct,1,0.258102,2.101805
B,above_good,63,761,5221,end_of_prompt,196,,,correct,1,4.610257,5.177353
B,above_good,63,762,5222,est_offwin,302,8000000.0,-1,correct,1,20.649347,22.136734
B,above_good,63,763,5223,est_offwin,440,15000.0,-1,correct,1,8.363297,11.113776
B,above_good,63,764,5224,est_offwin,452,8000000.0,-1,correct,1,20.596413,20.151390
B,above_good,63,765,5225,est_offwin,487,15000.0,-1,correct,1,8.879173,8.100882
B,above_good,63,766,5226,est,512,120000000000.0,1,correct,1,1.810649,9.848932
B,above_good,63,767,5227,tau_echo,563,4500000000.0,,correct,1,-13.419474,1.627504
B,above_good,63,768,5228,final,563,4500000000.0,,correct,1,-13.419474,1.627504
B,above_good,63,769,5229,final_corrected,543,120000000000.0,,correct,1,-1.439089,8.675080
B,above_good,63,770,5230,belief,578,,,correct,1,1.279099,0.304163
B,above_good,64,771,5231,end_of_prompt,196,,,incorrect,-1,4.605688,5.169905
B,above_good,64,772,5232,est_offwin,270,25000000.0,-1,incorrect,-1,25.396889,24.519974
B,above_good,64,773,5233,est_offwin,369,75000.0,-1,incorrect,-1,8.566852,6.844450
B,above_good,64,774,5234,est_offwin,414,25000000.0,-1,incorrect,-1,14.834757,12.741579
B,above_good,64,775,5235,est_offwin,430,75000.0,-1,incorrect,-1,11.027052,5.541502
B,above_good,64,776,5236,est_offwin,457,1875000000000.0,1,incorrect,-1,2.129071,6.610471
B,above_good,64,777,5237,tau_echo,512,4500000000.0,,incorrect,-1,-12.649620,2.426117
B,above_good,64,778,5238,est_offwin,565,20000.0,-1,incorrect,-1,0.396805,3.149097
B,above_good,64,779,5239,est_offwin,586,25000000.0,-1,incorrect,-1,11.880756,9.969542
B,above_good,64,780,5240,est_offwin,602,20000.0,-1,incorrect,-1,6.178294,4.240497
B,above_good,64,781,5241,est,623,500000000.0,-1,incorrect,-1,1.016927,1.507233
B,above_good,64,782,5242,est_offwin,656,45000.0,-1,incorrect,-1,0.001330,3.368545
B,above_good,64,783,5243,est_offwin,673,25000000.0,-1,incorrect,-1,10.552673,10.384327
B,above_good,64,784,5244,est_offwin,689,45000.0,-1,incorrect,-1,4.899242,2.023463
B,above_good,64,785,5245,est,712,1125000000.0,-1,incorrect,-1,-7.734815,1.566721
B,above_good,64,786,5246,est_offwin,753,18000.0,-1,incorrect,-1,-4.306535,3.098684
B,above_good,64,787,5247,est_offwin,770,25000000.0,-1,incorrect,-1,8.656469,8.213743
B,above_good,64,788,5248,est_offwin,786,18000.0,-1,incorrect,-1,2.169801,2.486427
B,above_good,64,789,5249,est,807,450000000.0,-1,incorrect,-1,-7.513813,-3.446322
B,above_good,64,790,5250,tau_echo,870,4500000000.0,,incorrect,-1,-9.773959,2.357368
B,above_good,64,791,5251,final,870,4500000000.0,,incorrect,-1,-9.773959,2.357368
B,above_good,64,792,5252,final_corrected,841,450000000.0,,incorrect,-1,-1.494336,6.115501
B,above_good,65,793,5253,end_of_prompt,196,,,incorrect,-1,4.600668,5.206914
B,above_good,65,794,5254,tau_echo,257,4500000000.0,,incorrect,-1,-5.860409,7.555295
B,above_good,65,795,5255,est_offwin,490,10000.0,-1,incorrect,-1,8.517232,8.878131
B,above_good,65,796,5256,est_offwin,523,6000000.0,-1,incorrect,-1,13.478502,14.642853
B,above_good,65,797,5257,est_offwin,543,5000000.0,-1,incorrect,-1,10.514711,15.427725
B,above_good,65,798,5258,est_offwin,563,6000000.0,-1,incorrect,-1,11.183174,11.291164
B,above_good,65,799,5259,est_offwin,583,5000000.0,-1,incorrect,-1,7.568134,6.238874
B,above_good,65,800,5260,est,606,30000000000.0,1,incorrect,-1,-3.974234,12.859430
B,above_good,65,801,5261,tau_echo,633,4500000000.0,,incorrect,-1,-13.532581,-0.189243
B,above_good,65,802,5262,est,673,3500000000.0,-1,incorrect,-1,-19.477184,5.868540
B,above_good,65,803,5263,final,673,3500000000.0,,incorrect,-1,-19.477184,5.868540
B,above_good,65,804,5264,final_corrected,673,3500000000.0,,incorrect,-1,-19.477184,5.868540
B,above_good,66,805,5265,end_of_prompt,196,,,correct,1,4.605688,5.169905
B,above_good,66,806,5266,est_offwin,533,5000.0,-1,correct,1,7.893964,12.787962
B,above_good,66,807,5267,est_offwin,566,7000.0,-1,correct,1,1.738549,5.215551
B,above_good,66,808,5268,est_offwin,583,6000.0,-1,correct,1,1.913230,9.777374
B,above_good,66,809,5269,est_offwin,670,2250000.0,-1,correct,1,9.965631,10.252190
B,above_good,66,810,5270,est_offwin,685,6000.0,-1,correct,1,5.530951,7.017205
B,above_good,66,811,5271,est,724,13500000000.0,1,correct,1,-0.197457,16.433441
B,above_good,66,812,5272,tau_echo,746,4500000000.0,,correct,1,-15.361311,-0.374265
B,above_good,66,813,5273,est,766,13500000000.0,1,correct,1,-3.036536,12.632845
B,above_good,66,814,5274,final,807,13500000000.0,,correct,1,-0.130471,8.070371
B,above_good,66,815,5275,final_corrected,807,13500000000.0,,correct,1,-0.130471,8.070371
B,above_good,66,816,5276,belief,841,,,correct,1,1.740863,2.747248
B,above_good,67,817,5277,end_of_prompt,196,,,correct,1,4.632525,5.177039
B,above_good,67,818,5278,est_offwin,502,1500000.0,-1,correct,1,12.721416,12.355444
B,above_good,67,819,5279,est,523,1200000000.0,-1,correct,1,-0.566137,9.478553
B,above_good,67,820,5280,tau_echo,549,4500000000.0,,correct,1,-7.040081,8.675428
B,above_good,67,821,5281,est,568,1200000000.0,-1,correct,1,-0.453718,4.582707
B,above_good,67,822,5282,tau_echo,647,4500000000.0,,correct,1,-9.552378,3.945214
B,above_good,67,823,5283,final,647,4500000000.0,,correct,1,-9.552378,3.945214
B,above_good,67,824,5284,final_corrected,625,1200000000.0,,correct,1,-0.938223,10.110516
B,above_good,67,825,5285,belief,667,,,correct,1,1.193631,1.451159
B,above_good,68,826,5286,end_of_prompt,196,,,unclear,,4.606232,5.180288
B,above_good,68,827,5287,est_offwin,318,2000000.0,-1,unclear,,16.795441,21.999563
B,above_good,68,828,5288,est_offwin,458,4000.0,-1,unclear,,-2.037704,2.238549
B,above_good,68,829,5289,est_offwin,480,4400.0,-1,unclear,,-1.658882,5.628649
B,above_good,68,830,5290,est_offwin,505,2000000.0,-1,unclear,,16.601046,22.910622
B,above_good,68,831,5291,est_offwin,518,4400.0,-1,unclear,,7.510472,10.496572
B,above_good,68,832,5292,est_offwin,547,2000000.0,-1,unclear,,14.012901,13.169136
B,above_good,68,833,5293,est_offwin,562,4400.0,-1,unclear,,7.155562,8.472137
B,above_good,68,834,5294,est,585,8800000000.0,1,unclear,,-1.667036,15.764784
B,above_good,68,835,5295,tau_echo,612,4500000000.0,,unclear,,-16.391329,0.401457
B,above_good,68,836,5296,est,632,8800000000.0,1,unclear,,-3.724158,12.660720
B,above_good,68,837,5297,final,632,8800000000.0,,unclear,,-3.724158,12.660720
B,above_good,68,838,5298,final_corrected,632,8800000000.0,,unclear,,-3.724158,12.660720
B,above_good,69,839,5299,end_of_prompt,196,,,correct,1,4.632525,5.177039
B,above_good,69,840,5300,est_offwin,471,5850.0,-1,correct,1,6.020825,12.575125
B,above_good,69,841,5301,est_offwin,541,500000.0,-1,correct,1,14.133201,10.066724
B,above_good,69,842,5302,est_offwin,549,5850.0,-1,correct,1,7.673962,7.451795
B,above_good,69,843,5303,est,564,2925000000.0,-1,correct,1,-5.519761,13.011499
B,above_good,69,844,5304,tau_echo,590,4500000000.0,,correct,1,-10.317453,3.187718
B,above_good,69,845,5305,est,630,2925000000.0,-1,correct,1,-5.547973,11.232471
B,above_good,69,846,5306,final,630,2925000000.0,,correct,1,-5.547973,11.232471
B,above_good,69,847,5307,final_corrected,630,2925000000.0,,correct,1,-5.547973,11.232471
B,above_good,69,848,5308,belief,658,,,correct,1,0.326472,0.757914
B,above_good,70,849,5309,end_of_prompt,196,,,incorrect,-1,4.612547,5.188650
B,above_good,70,850,5310,est_offwin,429,15000.0,-1,incorrect,-1,5.489877,11.215960
B,above_good,70,851,5311,est,547,337500000000.0,1,incorrect,-1,-0.267552,9.712231
B,above_good,70,852,5312,est_offwin,605,12000.0,-1,incorrect,-1,-0.295620,4.156655
B,above_good,70,853,5313,est,664,270000000000.0,1,incorrect,-1,-14.669152,-3.960786
B,above_good,70,854,5314,tau_echo,684,4500000000.0,,incorrect,-1,-11.098661,2.125332
B,above_good,70,855,5315,est_offwin,724,15000.0,-1,incorrect,-1,2.890990,2.491313
B,above_good,70,856,5316,est,841,300000000000.0,1,incorrect,-1,-19.455311,-8.341578
B,above_good,70,857,5317,est_offwin,884,11000.0,-1,incorrect,-1,-4.226901,-0.817958
B,above_good,70,858,5318,est,912,220000000000.0,1,incorrect,-1,-22.695581,-10.513917
B,above_good,70,859,5319,est_offwin,958,10000.0,-1,incorrect,-1,-2.782651,-3.955305
B,above_good,70,860,5320,est,986,200000000000.0,1,incorrect,-1,-20.567455,-10.000707
B,above_good,70,861,5321,est_offwin,1023,45000.0,-1,incorrect,-1,0.380234,0.449895
B,above_good,70,862,5322,est,1051,450000000000.0,1,incorrect,-1,-15.277327,-4.260015
B,above_good,70,863,5323,tau_echo,1091,4500000000.0,,incorrect,-1,-12.243479,4.803243
B,above_good,70,864,5324,final,1117,4500000000.0,,incorrect,-1,-9.859571,7.382085
B,above_good,70,865,5325,final_corrected,1051,450000000000.0,,incorrect,-1,-15.277327,-4.260015
B,above_good,71,866,5326,end_of_prompt,196,,,unclear,,4.610257,5.177353
B,above_good,71,867,5327,est_offwin,297,5000000.0,-1,unclear,,21.410650,23.078054
B,above_good,71,868,5328,est_offwin,394,5000.0,-1,unclear,,1.623327,10.384590
B,above_good,71,869,5329,est_offwin,414,5000000.0,-1,unclear,,21.298759,24.102684
B,above_good,71,870,5330,est_offwin,424,5000.0,-1,unclear,,9.643355,12.449033
B,above_good,71,871,5331,est_offwin,443,5000000.0,-1,unclear,,15.557312,13.357195
B,above_good,71,872,5332,est_offwin,450,5000.0,-1,unclear,,10.473289,9.825895
B,above_good,71,873,5333,est,466,25000000000.0,1,unclear,,-2.192830,15.960709
B,above_good,71,874,5334,tau_echo,524,4500000000.0,,unclear,,-15.054778,-1.117110
B,above_good,71,875,5335,final,524,4500000000.0,,unclear,,-15.054778,-1.117110
B,above_good,71,876,5336,final_corrected,504,25000000000.0,,unclear,,-4.070339,11.390390
B,above_good,72,877,5337,end_of_prompt,196,,,correct,1,4.610257,5.177353
B,above_good,72,878,5338,est_offwin,399,1250.0,-1,correct,1,0.963919,10.380434
B,above_good,72,879,5339,est_offwin,449,4000000.0,-1,correct,1,11.693878,16.482786
B,above_good,72,880,5340,est_offwin,507,1250.0,-1,correct,1,5.341845,10.308723
B,above_good,72,881,5341,est,532,5000000000.0,1,correct,1,-6.131882,14.691187
B,above_good,72,882,5342,tau_echo,590,4500000000.0,,correct,1,-16.417616,-3.645849
B,above_good,72,883,5343,final,590,4500000000.0,,correct,1,-16.417616,-3.645849
B,above_good,72,884,5344,final_corrected,568,5000000000.0,,correct,1,-4.449230,11.684547
B,above_good,72,885,5345,belief,611,,,correct,1,0.208833,0.747672
B,above_good,73,886,5346,end_of_prompt,196,,,incorrect,-1,4.612547,5.188650
B,above_good,73,887,5347,est_offwin,353,1000000.0,-1,incorrect,-1,14.738487,17.227278
B,above_good,73,888,5348,est_offwin,395,1800.0,-1,incorrect,-1,-0.330355,11.227245
B,above_good,73,889,5349,est_offwin,404,1000000.0,-1,incorrect,-1,18.512981,18.448071
B,above_good,73,890,5350,est_offwin,417,1800.0,-1,incorrect,-1,8.420362,13.730445
B,above_good,73,891,5351,est_offwin,439,1000000.0,-1,incorrect,-1,16.376757,9.159584
B,above_good,73,892,5352,est,463,1800000000.0,-1,incorrect,-1,-5.131195,13.869566
B,above_good,73,893,5353,tau_echo,519,4500000000.0,,incorrect,-1,-10.372652,2.924026
B,above_good,73,894,5354,final,519,4500000000.0,,incorrect,-1,-10.372652,2.924026
B,above_good,73,895,5355,final_corrected,494,1800000000.0,,incorrect,-1,-4.142340,14.987011
B,above_good,73,896,5356,belief,532,,,incorrect,-1,0.759825,0.981972
B,above_good,74,897,5357,end_of_prompt,196,,,correct,1,4.610257,5.177353
B,above_good,74,898,5358,est_offwin,256,25000000.0,-1,correct,1,25.966204,24.378325
B,above_good,74,899,5359,est_offwin,384,2000.0,-1,correct,1,0.808401,12.007970
B,above_good,74,900,5360,est_offwin,453,25000000.0,-1,correct,1,14.617491,11.571447
B,above_good,74,901,5361,est_offwin,461,2000.0,-1,correct,1,4.739416,7.563057
B,above_good,74,902,5362,est,486,50000000000.0,1,correct,1,1.896670,11.626311
B,above_good,74,903,5363,tau_echo,552,4500000000.0,,correct,1,-13.064447,0.203791
B,above_good,74,904,5364,final,552,4500000000.0,,correct,1,-13.064447,0.203791
B,above_good,74,905,5365,final_corrected,529,50000000000.0,,correct,1,-1.789663,9.093603
B,above_good,74,906,5366,belief,572,,,correct,1,0.490586,1.614066
B,above_good,75,907,5367,end_of_prompt,196,,,correct,1,4.612547,5.188650
B,above_good,75,908,5368,est_offwin,404,3000.0,-1,correct,1,-2.143660,8.309283
B,above_good,75,909,5369,est,493,24000000000.0,1,correct,1,-2.045038,15.154436
B,above_good,75,910,5370,tau_echo,513,4500000000.0,,correct,1,-14.371069,-0.088055
B,above_good,75,911,5371,est,538,24000000000.0,1,correct,1,-4.216572,9.740395
B,above_good,75,912,5372,final,538,24000000000.0,,correct,1,-4.216572,9.740395
B,above_good,75,913,5373,final_corrected,538,24000000000.0,,correct,1,-4.216572,9.740395
B,above_good,75,914,5374,belief,557,,,correct,1,-0.507422,2.323905
B,above_good,76,915,5375,end_of_prompt,196,,,unclear,,4.612547,5.188650
B,above_good,76,916,5376,est_offwin,274,2500000.0,-1,unclear,,18.125790,20.283031
B,above_good,76,917,5377,est_offwin,338,2000.0,-1,unclear,,6.369380,14.101389
B,above_good,76,918,5378,est_offwin,430,2500000.0,-1,unclear,,13.128422,9.327333
B,above_good,76,919,5379,est,445,5000000000.0,1,unclear,,-4.757300,11.720869
B,above_good,76,920,5380,tau_echo,465,4500000000.0,,unclear,,-17.737112,-3.445652
B,above_good,76,921,5381,est,485,5000000000.0,1,unclear,,-5.325258,12.041745
B,above_good,76,922,5382,final,485,5000000000.0,,unclear,,-5.325258,12.041745
B,above_good,76,923,5383,final_corrected,485,5000000000.0,,unclear,,-5.325258,12.041745
B,above_good,77,924,5384,end_of_prompt,196,,,correct,1,4.650987,5.207460
B,above_good,77,925,5385,est_offwin,289,800000.0,-1,correct,1,15.586201,6.752671
B,above_good,77,926,5386,est_offwin,304,2000000.0,-1,correct,1,8.700798,20.759178
B,above_good,77,927,5387,est_offwin,344,2000.0,-1,correct,1,4.048321,13.698111
B,above_good,77,928,5388,est,380,4000000000.0,-1,correct,1,6.261487,24.426271
B,above_good,77,929,5389,tau_echo,461,4500000000.0,,correct,1,-11.873609,-0.054702
B,above_good,77,930,5390,final,461,4500000000.0,,correct,1,-11.873609,-0.054702
B,above_good,77,931,5391,final_corrected,435,4000000000.0,,correct,1,-7.767647,9.522497
B,above_good,77,932,5392,belief,490,,,correct,1,-0.059048,0.093628
B,above_good,78,933,5393,end_of_prompt,196,,,unclear,,4.610257,5.177353
B,above_good,78,934,5394,est_offwin,327,3000.0,-1,unclear,,5.839565,12.309965
B,above_good,78,935,5395,est_offwin,349,5000.0,-1,unclear,,5.556955,8.655689
B,above_good,78,936,5396,est_offwin,371,100000.0,-1,unclear,,12.970196,4.519014
B,above_good,78,937,5397,est_offwin,406,3000.0,-1,unclear,,7.771610,11.939608
B,above_good,78,938,5398,est_offwin,419,100000.0,-1,unclear,,15.634815,8.121577
B,above_good,78,939,5399,est,439,3000000000.0,-1,unclear,,-8.080381,10.878450
B,above_good,78,940,5400,est,488,75000000000.0,1,unclear,,-1.481625,7.204700
B,above_good,78,941,5401,est,528,37500000000.0,1,unclear,,-10.853559,7.358199
B,above_good,78,942,5402,final,592,37500000000.0,,unclear,,-6.490025,8.225291
B,above_good,78,943,5403,final_corrected,592,37500000000.0,,unclear,,-6.490025,8.225291
B,above_good,79,944,5404,end_of_prompt,196,,,correct,1,4.650987,5.207460
B,above_good,79,945,5405,est_offwin,268,25000000.0,-1,correct,1,25.696165,24.375360
B,above_good,79,946,5406,est_offwin,322,2000.0,-1,correct,1,7.295596,15.759645
B,above_good,79,947,5407,est_offwin,364,25000000.0,-1,correct,1,15.759143,13.027149
B,above_good,79,948,5408,est_offwin,379,2000.0,-1,correct,1,5.693033,10.283036
B,above_good,79,949,5409,est,403,50000000000.0,1,correct,1,0.396454,11.893011
B,above_good,79,950,5410,tau_echo,470,4500000000.0,,correct,1,-13.026175,0.311564
B,above_good,79,951,5411,final,470,4500000000.0,,correct,1,-13.026175,0.311564
B,above_good,79,952,5412,final_corrected,447,50000000000.0,,correct,1,-1.799493,9.121087
B,above_good,79,953,5413,belief,485,,,correct,1,0.310730,0.304681
B,above_good,80,954,5414,end_of_prompt,196,,,correct,1,4.612547,5.188650
B,above_good,80,955,5415,est_offwin,280,25000000.0,-1,correct,1,25.448965,23.905933
B,above_good,80,956,5416,est_offwin,381,2475.0,-1,correct,1,7.262883,17.869257
B,above_good,80,957,5417,est_offwin,415,25000000.0,-1,correct,1,15.768546,14.858816
B,above_good,80,958,5418,est_offwin,424,2475.0,-1,correct,1,8.695364,14.447649
B,above_good,80,959,5419,est,444,61875000000.0,1,correct,1,0.612949,16.594017
B,above_good,80,960,5420,tau_echo,464,4500000000.0,,correct,1,-15.333951,1.185837
B,above_good,80,961,5421,est,495,61875000000.0,1,correct,1,-1.364851,12.908395
B,above_good,80,962,5422,final,495,61875000000.0,,correct,1,-1.364851,12.908395
B,above_good,80,963,5423,final_corrected,495,61875000000.0,,correct,1,-1.364851,12.908395
B,above_good,81,964,5424,end_of_prompt,196,,,incorrect,-1,4.612547,5.188650
B,above_good,81,965,5425,est_offwin,257,2500000.0,-1,incorrect,-1,19.229561,19.012661
B,above_good,81,966,5426,est,460,2000000000.0,-1,incorrect,-1,-6.256451,10.145531
B,above_good,81,967,5427,tau_echo,525,4500000000.0,,incorrect,-1,-9.176286,2.797954
B,above_good,81,968,5428,final,525,4500000000.0,,incorrect,-1,-9.176286,2.797954
B,above_good,81,969,5429,final_corrected,502,2000000000.0,,incorrect,-1,-4.026820,12.622360
B,above_good,81,970,5430,belief,537,,,incorrect,-1,0.969390,2.150710
B,above_good,82,971,5431,end_of_prompt,196,,,incorrect,-1,4.610257,5.177353
B,above_good,82,972,5432,est_offwin,264,25000000.0,-1,incorrect,-1,25.760458,24.746346
B,above_good,82,973,5433,est_offwin,336,50000.0,-1,incorrect,-1,14.956268,11.954564
B,above_good,82,974,5434,est_offwin,429,25000000.0,-1,incorrect,-1,13.632164,10.643358
B,above_good,82,975,5435,est_offwin,438,50000.0,-1,incorrect,-1,10.302134,2.411862
B,above_good,82,976,5436,est_offwin,457,1250000000000.0,1,incorrect,-1,1.447610,4.872820
B,above_good,82,977,5437,tau_echo,477,4500000000.0,,incorrect,-1,-9.621523,3.505544
B,above_good,82,978,5438,final,578,4500000000.0,,incorrect,-1,-10.560425,5.273116
B,above_good,82,979,5439,final_corrected,457,1250000000000.0,,incorrect,-1,1.447610,4.872820
B,above_good,83,980,5440,end_of_prompt,196,,,correct,1,4.610257,5.177353
B,above_good,83,981,5441,est_offwin,294,100000.0,-1,correct,1,14.906382,5.167778
B,above_good,83,982,5442,est_offwin,313,1500000.0,-1,correct,1,18.440403,20.542423
B,above_good,83,983,5443,est_offwin,391,4000.0,-1,correct,1,1.541372,6.669663
B,above_good,83,984,5444,est_offwin,412,1500000.0,-1,correct,1,22.057903,22.691656
B,above_good,83,985,5445,est_offwin,422,4000.0,-1,correct,1,6.698370,8.607821
B,above_good,83,986,5446,est_offwin,445,1500000.0,-1,correct,1,15.028311,12.826300
B,above_good,83,987,5447,est_offwin,460,4000.0,-1,correct,1,5.952903,7.123701
B,above_good,83,988,5448,est,483,6000000000.0,1,correct,1,-2.300689,15.230761
B,above_good,83,989,5449,tau_echo,558,4500000000.0,,correct,1,-17.088858,-3.759188
B,above_good,83,990,5450,final,558,4500000000.0,,correct,1,-17.088858,-3.759188
B,above_good,83,991,5451,final_corrected,531,6000000000.0,,correct,1,-3.853463,12.604496
B,above_good,83,992,5452,belief,579,,,correct,1,1.420299,1.545279
B,above_good,84,993,5453,end_of_prompt,196,,,unclear,,4.610257,5.177353
B,above_good,84,994,5454,est_offwin,293,2000000.0,-1,unclear,,16.460463,20.056278
B,above_good,84,995,5455,est_offwin,378,1100.0,-1,unclear,,1.327767,8.959222
B,above_good,84,996,5456,est_offwin,451,2000000.0,-1,unclear,,13.859920,10.767940
B,above_good,84,997,5457,est_offwin,458,1100.0,-1,unclear,,8.318966,10.270435
B,above_good,84,998,5458,est,473,2200000000.0,-1,unclear,,-2.298319,12.874005
B,above_good,84,999,5459,tau_echo,495,4500000000.0,,unclear,,-8.279386,6.521821
B,above_good,84,1000,5460,est,539,2200000000.0,-1,unclear,,-5.130373,10.468924
B,above_good,84,1001,5461,final,539,2200000000.0,,unclear,,-5.130373,10.468924
B,above_good,84,1002,5462,final_corrected,539,2200000000.0,,unclear,,-5.130373,10.468924
B,above_good,85,1003,5463,end_of_prompt,196,,,correct,1,4.612547,5.188650
B,above_good,85,1004,5464,est_offwin,304,2000000.0,-1,correct,1,13.041996,20.765816
B,above_good,85,1005,5465,est_offwin,398,7500.0,-1,correct,1,4.000558,9.985409
B,above_good,85,1006,5466,est_offwin,421,2000000.0,-1,correct,1,18.906263,20.376225
B,above_good,85,1007,5467,est_offwin,436,7500.0,-1,correct,1,9.195255,8.046784
B,above_good,85,1008,5468,est_offwin,451,2000000.0,-1,correct,1,13.722994,12.389561
B,above_good,85,1009,5469,est_offwin,459,7500.0,-1,correct,1,8.500357,6.920295
B,above_good,85,1010,5470,est,475,15000000000.0,1,correct,1,-0.454997,15.477138
B,above_good,85,1011,5471,tau_echo,540,4500000000.0,,correct,1,-13.668061,-1.333405
B,above_good,85,1012,5472,final,540,4500000000.0,,correct,1,-13.668061,-1.333405
B,above_good,85,1013,5473,final_corrected,517,15000000000.0,,correct,1,-3.353454,12.123232
B,above_good,85,1014,5474,belief,566,,,correct,1,-0.097735,0.202558
B,above_good,86,1015,5475,end_of_prompt,196,,,correct,1,4.600668,5.206914
B,above_good,86,1016,5476,est_offwin,303,500000.0,-1,correct,1,13.506213,5.796678
B,above_good,86,1017,5477,est_offwin,331,100000.0,-1,correct,1,6.089278,-2.117717
B,above_good,86,1018,5478,est_offwin,361,600000.0,-1,correct,1,6.743134,2.758449
B,above_good,86,1019,5479,est_offwin,400,250000.0,-1,correct,1,2.086316,0.138461
B,above_good,86,1020,5480,est_offwin,446,50000.0,-1,correct,1,11.025690,10.241964
B,above_good,86,1021,5481,est_offwin,472,500000.0,-1,correct,1,11.991587,10.355651
B,above_good,86,1022,5482,est_offwin,489,100000.0,-1,correct,1,6.149679,1.127035
B,above_good,86,1023,5483,est_offwin,507,600000.0,-1,correct,1,4.502238,2.177230
B,above_good,86,1024,5484,est_offwin,523,250000.0,-1,correct,1,2.007364,1.851531
B,above_good,86,1025,5485,est_offwin,542,1450000.0,-1,correct,1,9.603619,10.990329
B,above_good,86,1026,5486,est_offwin,554,50000.0,-1,correct,1,9.142530,7.718605
B,above_good,86,1027,5487,est_offwin,578,1450000.0,-1,correct,1,15.538593,13.484758
B,above_good,86,1028,5488,est_offwin,587,50000.0,-1,correct,1,11.633759,5.048296
B,above_good,86,1029,5489,est,603,72500000000.0,1,correct,1,1.268057,12.732912
B,above_good,86,1030,5490,tau_echo,623,4500000000.0,,correct,1,-12.789332,1.751922
B,above_good,86,1031,5491,est,671,72500000000.0,1,correct,1,-1.761088,9.338846
B,above_good,86,1032,5492,final,671,72500000000.0,,correct,1,-1.761088,9.338846
B,above_good,86,1033,5493,final_corrected,671,72500000000.0,,correct,1,-1.761088,9.338846
B,above_good,86,1034,5494,belief,688,,,correct,1,1.601055,3.003619
B,above_good,87,1035,5495,end_of_prompt,196,,,correct,1,4.610257,5.177353
B,above_good,87,1036,5496,est_offwin,327,50000.0,-1,correct,1,15.000164,10.187730
B,above_good,87,1037,5497,est_offwin,366,5000000.0,-1,correct,1,20.417469,22.897125
B,above_good,87,1038,5498,est_offwin,449,50000.0,-1,correct,1,11.275044,3.571235
B,above_good,87,1039,5499,est,474,250000000000.0,1,correct,1,0.490616,10.507566
B,above_good,87,1040,5500,tau_echo,498,4500000000.0,,correct,1,-13.557862,0.963727
B,above_good,87,1041,5501,est,569,250000000000.0,1,correct,1,-4.645636,3.705007
B,above_good,87,1042,5502,final,569,250000000000.0,,correct,1,-4.645636,3.705007
B,above_good,87,1043,5503,final_corrected,569,250000000000.0,,correct,1,-4.645636,3.705007
B,above_good,87,1044,5504,belief,520,,,correct,1,1.127724,1.352897
B,above_good,88,1045,5505,end_of_prompt,196,,,unclear,,4.606232,5.180288
B,above_good,88,1046,5506,est_offwin,310,625000.0,-1,unclear,,10.882689,8.946815
B,above_good,88,1047,5507,est_offwin,433,9000.0,-1,unclear,,8.956547,13.709464
B,above_good,88,1048,5508,est_offwin,514,625000.0,-1,unclear,,13.709684,10.937536
B,above_good,88,1049,5509,est_offwin,522,9000.0,-1,unclear,,7.411341,5.011897
B,above_good,88,1050,5510,est,538,5625000000.0,1,unclear,,-1.108817,16.300983
B,above_good,88,1051,5511,tau_echo,561,4500000000.0,,unclear,,-18.301943,-1.915969
B,above_good,88,1052,5512,est,583,5625000000.0,1,unclear,,-3.924877,14.618425
B,above_good,88,1053,5513,final,583,5625000000.0,,unclear,,-3.924877,14.618425
